4,9
5,9
1,9
4,9
5,9
0,9
8,9
5,9
3,13
3,17
0,17
16,17
6,17
0,17
2,17
10,17
2,21
20,21
19,21
12,21
4,21
2,21
2,21
4,25
9,25
16,25
15,25
13,25
1,25
0,25
24,25
5,25
13,25
9,25
17,25
2,25
2,25
16,25
11,25
6,25
7,25
17,25
11,25
14,25
20,25
1,25
2,25
24,29
17,29
26,29
10,29
21,33
26,33
11,33
11,33
9,33
29,33
27,33
8,33
19,37
16,37
22,37
29,37
8,37
10,37
23,37
30,37
12,41
22,41
21,41
39,41
3,41
12,41
12,41
22,41
32,41
6,41
27,41
27,41
1,41
33,41
11,41
27,41
31,41
29,41
31,41
13,41
20,41
38,45
21,45
26,45
13,45
26,45
0,45
8,45
24,45
32,45
36,45
17,45
13,45
10,45
9,45
30,45
12,45
21,45
40,45
41,45
16,45
19,45
16,45
15,45
4,45
27,45
0,45
43,45
17,45
31,45
11,45
30,45
15,45
18,45
6,45
35,45
34,45
6,45
7,45
35,45
4,45
31,45
25,45
25,45
16,45
47,49
44,49
4,49
24,49
44,49
27,49
41,49
15,49
32,49
27,49
41,49
36,49
18,49
38,49
18,49
13,49
30,49
18,49
10,49
25,49
3,49
35,49
44,49
42,49
45,49
9,49
13,49
26,49
44,49
36,49
30,49
44,49
25,49
29,49
35,49
37,49
23,49
24,49
25,49
0,49
7,49
38,49
31,49
43,49
46,49
38,53
15,53
34,53
52,53
18,53
7,53
10,53
32,53
51,53
17,53
26,53
46,53
9,53
0,53
17,53
29,53
6,53
1,53
40,53
12,53
42,53
34,53
45,53
11,53
21,53
24,53
50,53
52,53
18,53
20,53
25,53
48,53
14,53
9,53
46,53
24,53
6,53
10,53
36,53
7,57
51,57
50,57
33,57
28,57
8,57
1,57
22,57
52,57
24,57
19,57
12,57
22,57
39,57
29,57
23,57
23,57
19,57
13,57
8,57
40,57
41,57
7,57
20,57
36,57
32,57
47,57
46,61
42,61
37,61
57,61
29,61
47,65
4,65
12,65
40,65
57,65
22,65
8,65
6,65
6,65
63,65
48,65
26,65
50,65
63,65
12,65
9,65
15,65
35,65
26,65
1,65
15,65
58,65
15,65
1,65
8,65
50,65
19,65
10,65
18,65
61,69
44,69
67,69
23,69
26,69
44,69
43,69
35,69
24,69
44,69
57,69
53,69
61,69
64,69
49,69
26,69
63,69
43,69
60,69
22,69
31,73
11,73
1,73
72,73
25,73
11,73
17,73
0,73
36,73
18,73
15,73
33,73
8,73
42,77
40,77
47,77
37,77
42,77
12,77
68,77
7,77
74,77
30,77
38,77
28,77
45,77
36,77
28,77
52,77
49,77
36,77
63,77
73,77
34,77
47,77
9,77
35,77
0,77
55,77
40,77
14,81
32,81
5,81
7,81
20,81
34,81
38,81
5,81
69,81
80,81
2,81
10,81
59,81
24,81
45,81
35,81
23,81
12,81
59,81
27,81
12,81
70,81
17,81
66,81
73,81
58,81
10,81
74,81
42,85
2,85
53,85
70,85
42,85
82,85
75,85
18,85
2,85
60,85
13,85
16,85
52,85
30,85
81,85
40,85
24,85
37,85
35,85
41,85
12,85
66,85
37,85
40,85
4,85
80,85
30,85
8,85
33,85
73,85
70,85
79,85
19,89
28,89
18,89
39,89
58,89
7,89
64,89
64,89
36,89
73,89
68,89
55,89
79,89
80,89
86,89
87,89
10,93
37,93
78,93
13,93
68,93
87,93
24,93
91,93
3,93
31,93
85,93
55,93
72,93
56,93
21,93
36,93
68,93
60,93
84,93
56,93
1,93
92,93
38,93
52,93
29,93
55,93
4,93
80,93
53,93
28,93
45,93
80,93
63,93
4,93
24,93
9,93
69,93
79,93
33,93
48,93
84,93
36,93
50,93
42,93
63,93
47,93
19,93
35,97
33,97
87,97
46,97
94,97
49,97
39,97
26,101
42,101
98,101
27,101
12,101
76,101
96,101
91,101
23,101
29,101
10,101
82,101
93,101
26,101
31,101
43,101
75,101
6,101
97,101
18,101
37,105
31,105
34,105
24,105
20,105
72,105
81,105
9,105
41,105
11,105
46,105
42,105
11,105
22,105
17,105
53,105
34,105
11,105
7,105
0,105
6,105
29,105
104,105
34,105
6,105
85,105
100,105
62,105
4,105
21,105
30,105
13,105
39,105
50,105
38,105
69,105
40,105
41,105
32,105
10,105
99,105
12,109
54,109
59,109
58,109
64,109
44,109
106,109
12,109
51,109
103,109
60,109
36,109
20,109
73,109
36,109
19,109
36,109
101,109
85,109
26,109
85,109
2,109
41,109
77,109
16,109
93,109
68,109
24,109
44,109
53,109
0,109
42,109
3,109
74,109
43,109
71,109
93,109
84,109
3,109
51,113
58,113
85,113
91,113
101,113
56,113
78,113
53,113
22,113
16,113
40,113
59,113
105,113
55,117
19,117
7,117
89,117
34,117
47,117
108,117
60,117
76,117
29,117
100,117
54,117
79,117
75,117
114,117
95,117
46,117
79,117
9,117
35,117
84,117
26,117
71,117
36,117
38,117
109,117
62,117
23,117
52,121
94,121
4,121
81,121
95,121
85,121
25,121
70,121
32,121
31,121
68,121
6,121
68,121
77,121
46,121
32,121
53,121
44,121
44,125
60,125
89,125
123,125
7,125
35,125
56,125
48,125
84,125
117,125
64,125
118,125
83,125
123,125
114,125
115,125
76,125
41,125
12,125
70,125
2,125
53,125
88,125
61,125
80,125
67,125
59,125
18,125
97,125
23,125
73,125
81,125
59,125
78,125
120,125
13,125
41,125
15,125
101,125
13,129
0,129
33,129
68,129
83,133
130,133
72,133
12,133
101,133
65,133
83,133
124,133
18,133
32,133
122,137
16,137
75,137
116,137
40,137
54,137
114,137
123,137
72,137
100,137
113,137
93,137
64,137
39,137
102,137
93,137
22,137
14,141
140,141
10,141
50,141
64,141
103,141
47,141
3,141
99,141
15,141
54,141
127,141
82,141
99,141
132,141
65,141
3,141
4,141
86,141
81,141
86,141
40,145
14,145
86,145
58,145
51,145
43,145
89,145
45,145
34,145
56,145
28,145
60,145
101,145
38,145
101,145
42,145
95,145
94,145
51,145
53,145
93,145
55,145
16,145
75,145
38,145
120,145
11,145
70,145
141,145
28,145
45,145
72,145
16,145
79,145
137,145
56,145
43,145
142,145
68,145
23,145
40,145
87,145
64,145
113,145
38,145
96,145
36,145
5,145
83,149
10,149
117,149
56,149
111,149
55,149
137,149
126,149
59,149
42,149
24,149
116,149
85,149
116,149
0,149
7,149
29,149
89,149
45,149
73,149
85,149
29,149
118,149
51,149
67,149
146,149
118,149
94,149
141,149
48,149
14,149
63,149
16,149
14,153
86,153
41,153
115,153
1,153
85,153
57,153
69,153
72,153
126,153
91,153
81,153
34,153
55,153
5,153
0,153
116,153
6,153
94,153
84,153
65,157
58,157
8,157
135,157
57,157
115,157
54,157
30,157
136,157
2,157
50,157
90,157
114,157
150,157
148,157
12,157
53,157
27,157
101,157
118,157
74,157
89,157
96,157
71,157
80,157
117,157
43,157
70,157
55,157
72,157
17,157
138,157
114,157
102,157
32,157
102,157
90,157
47,157
114,157
138,157
8,157
108,157
16,157
83,157
89,157
42,157
149,157
134,157
141,157
148,161
2,161
24,161
78,161
71,161
36,161
8,161
52,161
55,161
13,161
108,161
150,161
44,161
38,161
26,161
87,161
144,161
53,161
62,161
87,161
144,161
155,165
110,165
128,165
71,165
42,165
60,165
102,165
103,165
134,165
101,165
12,165
154,165
142,165
18,165
76,165
109,165
50,165
117,165
97,165
50,165
129,165
59,165
64,165
111,165
7,165
15,165
113,165
163,165
57,165
55,165
92,165
57,165
109,165
155,165
10,165
41,165
132,169
117,169
128,169
141,169
108,169
98,169
85,169
131,169
144,173
118,173
128,173
77,173
80,173
67,173
159,173
104,173
90,173
55,173
145,173
5,173
96,173
83,173
145,173
167,173
16,173
107,173
141,173
153,173
91,173
122,173
31,173
33,173
168,173
85,173
26,173
2,173
8,173
143,173
129,173
94,173
10,173
125,177
174,177
74,177
66,177
88,177
2,177
13,177
110,181
17,181
34,181
37,185
137,185
155,185
112,185
27,185
10,185
141,185
91,185
19,185
76,185
140,185
26,185
178,185
55,185
50,185
57,185
84,185
134,185
114,185
9,185
176,185
64,185
166,185
81,185
2,185
110,185
128,185
173,185
98,185
44,185
133,185
3,185
22,185
7,185
56,185
150,185
12,185
139,185
49,185
50,189
187,189
179,189
143,189
62,189
152,189
80,189
1,189
185,189
150,193
49,193
142,193
114,193
177,193
5,193
183,193
192,193
121,193
81,193
34,193
134,193
61,193
90,193
4,193
164,193
129,193
87,193
33,193
2,193
24,193
28,193
184,193
27,193
28,193
137,193
152,193
92,193
176,193
73,193
192,193
16,193
78,193
1,193
188,193
158,193
10,193
153,193
56,193
188,193
51,193
159,197
89,197
70,197
140,197
80,197
109,197
101,197
46,197
26,197
56,197
31,197
113,197
75,197
144,197
46,197
137,197
122,197
108,197
46,197
158,197
146,201
197,201
97,201
39,201
19,201
27,201
35,201
126,201
183,201
66,201
111,201
119,201
18,201
82,201
58,201
24,201
194,201
151,201
23,201
105,201
93,201
32,201
67,201
124,201
97,201
141,201
123,201
119,201
145,201
80,201
5,201
9,201
194,201
47,201
78,201
52,201
51,201
165,201
122,201
27,201
37,201
194,201
70,201
159,201
92,205
8,205
36,205
22,205
82,205
176,205
17,205
158,205
156,205
162,205
119,205
50,205
163,205
19,205
15,205
186,205
139,205
137,205
176,205
97,205
107,205
188,205
135,205
87,205
185,209
81,209
100,209
37,209
96,209
74,209
103,209
7,209
100,209
83,209
155,209
142,209
1,209
67,209
158,209
89,209
97,213
39,213
87,213
121,213
190,213
132,213
73,213
2,213
75,213
93,213
191,213
53,213
4,213
152,213
4,213
173,213
110,213
58,213
210,213
154,213
135,213
43,213
208,213
68,213
16,213
75,213
31,213
209,213
30,213
178,213
69,213
94,213
156,213
181,213
65,213
208,213
71,213
122,213
22,213
105,213
84,217
145,217
40,221
213,221
199,221
219,221
53,221
202,221
65,221
76,221
38,221
74,221
184,221
37,221
104,221
119,221
3,221
128,221
145,221
22,221
203,221
26,221
55,221
136,221
14,225
25,225
206,225
194,225
1,225
171,225
177,225
162,225
165,225
185,225
20,225
53,225
165,225
23,225
219,225
103,225
219,225
91,225
213,225
68,225
212,225
28,225
74,225
153,225
3,225
27,229
150,229
164,229
33,229
211,229
185,229
131,229
106,229
189,229
119,229
92,229
126,233
97,233
27,233
96,233
17,233
81,233
150,233
134,233
167,233
99,233
48,233
218,233
101,233
129,233
143,233
186,233
59,233
81,233
121,233
185,233
21,233
80,233
139,233
93,233
101,233
67,233
222,233
195,233
200,233
141,233
162,233
35,233
225,233
172,233
198,233
33,233
125,233
66,233
37,233
187,233
52,233
150,237
225,241
96,241
28,241
96,241
143,241
180,241
18,241
2,241
230,241
188,241
24,241
188,241
220,241
73,241
174,241
64,241
135,241
109,241
100,241
67,241
227,241
32,241
216,241
174,241
159,241
87,241
199,241
96,241
230,241
175,241
118,241
102,245
96,245
87,245
58,245
216,245
136,245
28,245
67,245
81,245
162,245
198,245
172,245
6,245
153,245
39,245
142,245
202,245
55,245
132,245
111,245
76,245
100,245
107,245
201,245
224,245
213,245
67,245
155,245
23,245
28,245
171,245
235,245
231,245
51,245
180,245
222,245
30,245
139,245
36,245
197,245
198,245
228,245
236,245
118,245
76,245
154,249
234,249
220,249
99,249
7,249
231,249
146,249
118,249
156,249
57,249
153,249
67,249
59,249
6,249
229,249
25,249
155,249
212,249
61,249
130,249
140,249
215,249
146,249
246,249
108,249
170,249
123,249
10,249
85,249
52,249
82,249
66,249
180,249
170,249
112,249
149,249
10,249
149,249
101,249
203,249
50,249
136,249
2,249
117,249
51,249
46,253
29,253
204,253
127,253
10,253
161,253
85,253
70,253
89,253
144,253
143,253
73,253
103,253
5,253
216,253
158,253
188,253
165,253
52,253
15,253
240,253
119,253
98,253
46,253
110,253
31,253
76,253
231,253
222,253
61,253
52,253
73,253
235,253
45,253
53,253
183,253
55,253
13,253
137,253
48,253
7,253
33,257
34,257
98,257
185,257
73,257
5,257
218,257
98,257
187,257
172,257
104,257
169,257
86,257
130,257
178,257
45,257
237,257
37,257
187,257
59,257
30,257
24,257
64,257
234,257
88,257
19,257
68,257
16,257
217,257
228,257
29,257
251,257
230,257
174,257
118,257
239,257
53,257
185,261
213,261
92,261
49,261
47,261
183,261
32,261
22,261
120,261
50,265
206,265
208,265
16,265
93,265
11,265
122,265
49,265
185,265
33,265
51,265
144,265
236,265
34,265
224,265
167,265
252,265
202,265
171,265
125,265
232,265
228,265
266,269
91,269
51,269
8,269
247,269
177,269
268,269
154,269
154,269
80,269
157,269
209,269
9,269
166,269
75,269
148,269
38,269
150,269
112,269
103,269
96,269
267,269
155,269
106,269
110,269
100,269
4,269
177,269
161,269
89,269
178,269
4,269
182,269
124,269
148,269
204,269
9,269
244,269
180,269
3,269
52,269
223,269
176,269
230,269
264,269
134,269
9,269
109,269
42,273
104,273
160,277
238,277
239,277
153,277
145,277
38,277
158,277
49,277
106,277
182,277
234,277
168,277
199,277
273,277
247,277
25,277
207,277
155,277
210,277
12,277
216,277
80,277
250,277
171,277
267,277
72,277
68,277
104,277
70,277
204,277
270,277
115,277
91,277
211,277
72,277
137,277
259,277
112,277
184,277
230,277
93,285
123,285
51,285
203,285
143,285
39,285
213,285
95,285
243,285
126,285
113,285
283,285
8,285
253,285
9,285
80,285
22,285
163,285
137,285
113,285
19,285
90,285
216,285
69,285
221,285
6,285
43,285
213,285
78,285
125,285
53,285
169,285
78,285
169,285
97,285
52,285
121,285
25,285
97,285
49,289
217,289
75,289
259,289
223,289
271,289
70,289
105,289
143,289
288,289
33,289
101,289
177,289
285,289
166,289
118,289
33,289
239,289
230,289
167,289
118,289
53,289
182,289
96,289
142,289
10,289
38,289
70,289
159,289
77,289
239,289
257,289
245,289
140,289
35,289
17,289
207,289
264,289
258,289
74,289
27,289
262,289
180,289
97,289
126,289
275,289
190,289
221,289
259,293
235,293
276,293
57,293
72,293
84,293
3,293
196,293
50,293
62,293
36,293
81,293
138,293
159,293
264,293
201,293
245,293
22,293
220,293
26,293
164,293
124,293
98,293
105,293
21,293
277,293
204,293
283,293
109,293
38,293
70,293
28,297
253,297
236,297
172,297
132,297
165,297
103,297
19,297
232,297
50,297
97,297
128,297
205,297
106,297
184,297
86,297
252,301
296,301
134,301
42,301
95,301
146,301
101,301
189,301
293,301
131,301
202,301
133,301
223,301
64,301
11,305
187,305
229,305
205,305
294,305
285,305
81,305
75,305
292,305
25,305
275,305
220,305
115,305
170,305
234,305
22,305
170,305
126,305
303,305
143,305
145,305
181,305
178,305
234,305
3,305
153,305
57,305
41,305
268,305
165,305
34,305
141,305
60,305
29,305
264,305
233,305
154,305
100,305
20,305
139,305
73,305
42,305
78,305
262,309
111,309
247,309
82,309
175,309
15,309
164,309
13,309
69,309
121,309
91,309
108,309
40,309
294,309
163,309
25,309
26,309
146,309
169,309
120,309
294,309
95,309
282,309
163,309
60,309
163,309
164,309
33,309
91,309
6,309
212,309
120,309
226,309
132,309
201,309
40,309
197,309
234,309
133,309
236,309
94,309
202,313
70,317
52,317
160,317
50,317
213,317
172,317
80,317
171,317
138,317
143,317
0,317
165,317
131,317
207,317
80,317
299,317
187,317
199,317
70,317
267,317
218,317
254,317
10,317
198,317
246,317
148,317
83,317
17,317
7,317
124,317
33,317
174,317
23,317
242,317
290,317
302,317
118,317
153,317
7,317
285,317
315,317
286,317
105,317
54,317
28,317
52,317
211,321
238,321
147,321
24,321
46,321
4,321
211,321
109,321
124,321
140,321
10,321
55,321
100,321
61,321
16,321
43,321
125,321
165,321
141,321
100,321
